Username,Date,Time,Tweet
yeats2009,5/2/2023,2:50:30,"From the 1984 Summer Olympics to sooo many USC football games, it's a very special place. Happy Birthday to the LA Coliseum..so many happy memories. 
#FightOn
@UnusualHeat https://t.co/2QZlDDBdk5"
BGBisonSoftball,5/2/2023,2:22:21,"She's got Hops!  Stealing base hits, love it!
#FightOn @BGBisonAD https://t.co/8t8fzBMqC8"
DrVilla11,5/2/2023,2:18:16,"Still learning and growing! 
Adelante. Gracias profesora! #alwayslearning  #USC #Fighton https://t.co/YinZG9o5x6"
CarmelitaJeter,5/2/2023,2:10:15,Pressure Is A Privilege It Means Things Are Expected Of You @USC_Track_Field @USC_Athletics @Nike #FIGHTON #Nike #COACHJET ✌🏾✌🏾✌🏾 #BrickBy🧱 https://t.co/5EfEY3es58
GBabolian,5/2/2023,2:10:01,Thanks @CoachChaseKing for the handwritten letter! I appreciate it! @AugieFB #FightOn https://t.co/wbyrlN2fDf
MatthewJDowling,5/2/2023,2:01:22,"@Scott_Schrader @On3USC @AydinBreland @On3Recruits “When” he goes there… I mean “if.” May it be so, stay home! #fighton"
Scott_Schrader,5/2/2023,1:57:00,"THE LATEST: 5⭐️ Mater Dei DL AYDIN BRELAND and #USC❕✌🏼

On3 Profile ➡️ https://t.co/jH1bjcThQi 

🎥 @On3USC @AydinBreland @On3Recruits #FightOn✌🏼 https://t.co/2qqCjGqId1"
UofMGrizzlies,5/2/2023,1:56:32,"Two more Griz get their shot in the NFL. GO GRIZ!!!!
#GoGriz #WeAreMontana #UpWithMontana #RTD #FightOn #GrizFB 
https://t.co/2kNOiznVg0"
mzackery_,5/2/2023,1:46:55,"Wow! After a great conversation with @CoachRoyM , I am BLESSED to receive an offer from The University of Southern California!! #FightOn @uscfb @CoachDee_USC @BenDavisFB @RussMann09 https://t.co/sYCnT39sbi"
FightOnBueno,5/2/2023,1:39:12,@Thomas_Simien @__Mackk__ Prayers up Thomas 👊🏼 #FightOn
LAFBNetwork,5/2/2023,1:33:59,"The USC Trojans are now ranked 2nd in 247 Sports rankings for transfers. Are there any other potential transfers that could join SC before the portal closes?

Join @RyanDyrudLAFB and @LAFBJamz live at 7 PT to discuss the options!

#LAFB | #FightOn https://t.co/YPK6FiTViN"
LASportsKevo,5/2/2023,1:05:48,@SlimPickn_ @NFLRookieWatxh Agreed ✌🏼 #FightOn
Gil_InUrCorner,5/2/2023,1:05:46,"@24TaylorMade I thought it was 3. I actually checked however the NBA GODS moved my finger.

😂😂😂😂😂😂😂😂😂😂😂

#FightOn #USC #LakeShow #Lakers"
TFrk99,5/2/2023,0:50:56,@D_shanklin42 @CoachRoyM @mikekirschner1 @AllenTrieu @SWiltfong247 @Rivals_Clint @cdc372 @WarriorNation_1 @WARRENCENTRALFB @KyleNeddenriep @uscfb Congratulations on your offer from the University of Southern California!!! #FightOn!!!✌🏽 https://t.co/dSKhYD2wyy
Gil_InUrCorner,5/2/2023,0:47:21,"@24TaylorMade Thanks for the correction.

#FightOn #USC #LakeShow #Lakers"
Gil_InUrCorner,5/2/2023,0:46:06,"@bcorig @ScottRo83866595 I grew up there. My favorite burrito was the ""Oki Burrito"" with Salsa Ranchera poured over it.

A little lettuce &amp; 🍅 tomatoes on the side &amp; I was in la la land.

I knew the owner quite well.

Moved to West Covina in the middle of 8th grade.

#FightOn zBruce. #USC"
Gil_InUrCorner,5/2/2023,0:40:59,"So, t late Kobe Bryant has 5 RINGS.

Michael Jordan has 6 RINGS.

Steph won 2 of his rings vs t Cavs &amp; LeBron.

LeBron won 1 of his rings vs t Warriors &amp; Steph.

Each have 4 RINGS. it will be their first non-championship play-off series.

Only one can move on.

#FightOn #LakeShow https://t.co/mPAddu0WQK"
softball_bchs,5/2/2023,0:40:16,"Trojanettes defeat Franklin Simpson 8-1! 

@RileyReed_2024 tripled!

@KatieMu62158107 @AbbyElmore2 @maryschalk5 each with a double!

@brileyaidala with a 💣! 

@AdisonSmith05 1-1 &amp; scored 3 times with 3 SB! 

Trojanettes improve to 21-1 on the season! #FightOn #WeAreBC https://t.co/fF3IF28JXA"
Ryan_Schmidtke,5/2/2023,0:38:26,Fairmont Cardinals beat Windom Eagles 6-2. Move to 8-0 on the season! #WinTheDay #FightOn @mnbaseballhub @fairmontsports @CRSorrells
OversoverUnders,5/2/2023,0:37:38,.@uscfb please get this kid an official offer before delivery #FightOn✌🏽 https://t.co/TKRfuigasZ
USCWaterPolo,5/2/2023,0:25:53,"Another NCAA ride with a special stack of Trojans!
1️⃣9️⃣ in a row now!
#FightOn ✌️
https://t.co/U5yd01CVaS https://t.co/c6ErWWb6c1"
RyanYoungRivals,5/2/2023,0:14:06,"Our @MattRMoreno is out at Sierra Canyon HS to talk more with four-star WR Xavier Jordan about his #USC #FightOn commitment today. 

Video interview coming on @USC_Rivals. https://t.co/Eb4I8QLxvH"
USCWaterPolo,5/1/2023,23:50:33,"🎈When your birthday is the same day as the NCAA Selection Show, you KNOW you are special!🎈
Celebrating extra big with @laine_hourigan today!
#FightOn ✌️ https://t.co/UlTgaSDW6W"
McP_BGHS,5/1/2023,23:26:56,"The Bison pick up a huge, 10-5 win over Barrington in their last game of the regular season. Great defensive pressure and patience on man-ups. On to sectionals next week! #FightOn @BGBisonAD @BG_Bison @illpolo"
USCTrojansLax,5/1/2023,23:06:05,"One of the most dominant seasons in Pac-12 history❗️

Congratulations Kait Devir on being named Pac-12 DPOW. This is the Trojans 10th honor of the season, which ties the conference record for the most weekly honors in its history. 

#FightOn✌️🥍
https://t.co/UoXTmsXKHu"
nexus7724,5/1/2023,22:53:56,"Our services are tailored to your individual needs and preferences, ensuring that you receive personalized attention and support every step of the way. Get in touch for academic success.
#Wildcats #Oxy #Tigers #OxyTogether #LMU #Lions #WeAreOxy #USC #FightOn #Trojans #WeAreSC https://t.co/yMWvjTZCEy"
USCMensTennis,5/1/2023,22:45:20,"Let’s Dance ✌️ 

USC will serve as host for the NCAA men’s tennis first &amp; second rounds, welcoming Idaho, San Diego and UC Santa Barbara. 

The Trojans will face Idaho in the first round. 

#FightOn"
Scott_Schrader,5/1/2023,22:37:00,"What's Next: How Many #USC Trojans Will Be 2024 First-Round NFL Draft Picks❔📈

https://t.co/I9IQA6mUfA via @On3USC #FightOn✌🏼"
ATU_Athletics,5/1/2023,22:33:30,"NEWS | John Gray named GAC Pitcher of the Week #FightOn 

https://t.co/iuKyZ5Yhf5 https://t.co/liAF87Q4Et"
TFrk99,5/1/2023,22:24:19,@JonahW409 @CoachBOdom @BHoward_11 @DAB_CoachB @Perroni247 @OfficialB_Owens @DonnieBaggs_ @_iNEEDit_ Congratulations!!! #FightOn!!!✌🏽 https://t.co/7EKHCDaXKR
hondoisd1,5/1/2023,22:23:06,"If your actions inspire others to dream more, learn more, do more, and become more - you are a leader!  

Happy School Principals’ Day to our leaders!  

#getawin
#fighton https://t.co/VOWP6NIYmj"
FightOnBueno,5/1/2023,22:20:39,@iAmLynn81 Happy birthday!  #FightOn
ATU_Athletics,5/1/2023,22:14:25,"NEWS | Rookie golfer Ellen Spigner selected to compete at Central Region Tournament as the No. 4 individual #FightOn 

https://t.co/62sgG8oQB5 https://t.co/2vv7GhnuXe"
USCWomensTennis,5/1/2023,22:10:26,"We’re dancing 💃 

USC is staying in Southern California once again for the NCAA first &amp; second rounds as the Trojans will face UNLV in the first round in Malibu. 

#7 [9] Pepperdine will serve as host as the Waves face GCU in the first round. 

#FightOn✌️"
Scott_Schrader,5/1/2023,22:10:23,"Three #USC Trojans Among the Top 30

@On3USC #FightOn✌🏼 https://t.co/pISovdYFNT"
Dr_ADJ_Gonzalez,5/1/2023,22:00:15,@NickGutierrez33 @USCDornsife @USC @USCSociology Welcome! #FightOn ✌🏽!
houseof_victory,5/1/2023,21:32:06,"We are proud to announce our first @uscwomensvolley student-athlete.

Feared on the court, Texas-native and All-American Skylar Fields is officially in the 𝐇𝐨𝐮𝐬𝐞 𝐨𝐟 𝐕𝐢𝐜𝐭𝐨𝐫𝐲. #FightOn ✌️ https://t.co/n3vzMyRrRI"
On3USC,5/1/2023,21:29:00,"10 QUESTIONS: Dylan Raiola, Kyngstonn Viliamu-Asa, Emmanuel Okoye, Marquise Lightfoot, Jason Mitchell, Marcelles Williams, June Visits + More❕🔖✌️

https://t.co/nOmTBatKbE via @Scott_Schrader #USC #FightOn"
UofMGrizzlies,5/1/2023,21:20:36,"CONGRATULATIONS @gt_prototype!!!! GO GRIZ!!!!
#GoGriz #WeAreMontana #UpWithMontana #RTD #FightOn #GrizFB https://t.co/OOTXUDX1uy"
Scott_Schrader,5/1/2023,21:06:23,"10 QUESTIONS: Dylan Raiola, Kyngstonn Viliamu-Asa, Emmanuel Okoye, Marquise Lightfoot, Jason Mitchell, Marcelles Williams, June Visits + More❕🔖👀

https://t.co/1Y5lLizwLZ via @On3USC #FightOn✌️"
CoachHarveyHyde,5/1/2023,19:40:28,'Coach Harvey Hyde on the Trojans in the NFL Draft and the NCAA Transfer Portal window closing' by Peristyle Podcast - USC Trojan Football Discussion https://t.co/eRRxnQVWsc #FightOn @uscfb @insidetroy #HuddleUpandBuckleUp
OversoverUnders,5/1/2023,19:39:13,"I would be so sad as a fan if Caleb went somewhere in the conference.

I would be mortified for Caleb the person if he were to go to @AZCardinals. Please do not send this generational talent to the QB's graveyard. 

#FightOn✌️#FTTB https://t.co/8CfpTvj0Or"
TFloss32,5/1/2023,19:23:41,"Galveston Ball '25 LB/S Jonah Williams (@JonahW409) pockets a USC offer. #FightOn

https://t.co/A2FsNRuvOJ
https://t.co/2AuOKGmRQv https://t.co/1KqyBHWn1V"
SANJAMIEISHOT,5/1/2023,18:49:15,came home to a fatass packeg from usc #FIGHTON https://t.co/tRnq7f8xPG
BenjiSloanBCA,5/1/2023,18:48:32,"Steals of NFL Draft:

1st-#SKOL Jordan Addison, WR #FightOn 

2nd-#Lions Brian Branch, S, #RollTide

3rd-#Dolphins Devon Achane, RB, #12thMan

4th-#Eagles Kelee Ringo, CB, #GoDawgs

5th-#DUUUVAL Antonio Johnson, S

6th-#Patriots Kayshon Boutte, WR

7th-#Ravens Andrew Voorhees, G"
EazyerreDay,5/1/2023,18:34:02,"Caleb Williams soon to be 2x heisman winner, national champion, and #1 pick in the NFL Draft #FightOn #USC @CALEBcsw https://t.co/7hFQmuGX8a"
USC_Baseball,5/1/2023,18:12:20,"See you all tomorrow ⚾️✌️

The Trojans take on Long Beach State at Angel Stadium tomorrow night at 6 pm!

Get your tickets at: https://t.co/3VQsgIevRc 

#FightOn https://t.co/8kCwsVkR7h"
KurtZiebisII,5/1/2023,18:00:47,"I wonder how Race Gandalf is going to spin the fact that she said #FullCircle
Event was Zack and Gunn’s (WBD’s) collaborative plan to transition Snyder fans into the “new” DC vision….
GTFOH
#RestoreTheSnyderVerse #SellZSJLtoNetflix #ZSJL #FightOn"
HennySpiff,5/1/2023,17:59:51,@Vikings @Espn_Jordan @MekhiBlackmon @uscfb Hahaha setting up for the big fish next 👀 #FightOn #SKOL
elkOfficial,5/1/2023,17:54:03,@XavierJordan011 @uscfb @CoachSimmonsSC @LincolnRiley @bruce_bible @GregBiggins @SierraCanyonFB @ChadSimmons_ @adamgorney @Scott_Schrader @DemetricDWarren @TheUCReport LFG! X Gon’ Give it to Ya!!! #FightOn ✌🏿
Zack_Poff_MP,5/1/2023,17:45:32,"Recent USC commit @XavierJordan011 is a STRAIGHT BALLER!

Big-time pickup for the Trojans. #FightOn ✌️ https://t.co/FPg9ancjMx"
ChicagoTrojan,5/1/2023,17:44:35,"2) USC - Manchester United

The “other” Manchester team suits SC perfectly. Proud traditions of excellence and dominance in their day, a recent dry spell of rather lackluster results, and a firm upward trajectory with hotshot coaches and top young talent. #FightOn #ManU https://t.co/HbTn8S06zP"
Scott_Schrader,5/1/2023,17:16:58,"4⭐️ XAVIER JORDAN a Huge Pick Up for Lincoln Riley AND #USC❕⬆️

FULL VIDEO ➡️ https://t.co/eLhKqnKCMc via @On3USC #FightOn✌🏼 https://t.co/uhfdUzQITS"
OversoverUnders,5/1/2023,17:11:47,Seeee now this might be something here 👀 #FightOn ✌️ https://t.co/uRKg9iNQHD
ONAZFootball,5/1/2023,17:01:29,T-5 days until summer 🥳 #GoldStandard #FightOn https://t.co/FfkyE9SC9s
suzescott4,5/1/2023,16:45:58,"@LukePickle61 has committed, now your turn Bronny #usc #uscbasketball #FightOn https://t.co/4sz1aV1Sr3"
rybacki_karyn,5/1/2023,16:38:47,@JuddLegum @dbluewave20 We went to jail in the Sixties for registering Black voters. My great grandmother was jailed as a prostitute for passing out literature on birth control in the 1900s. Time to reform SNCC. #FightOn
SalesianFB,5/1/2023,16:30:48,Thank you Coach @Coach_Henson for stopping by this morning to check out our scholar athletes @uscfb @FootballKingpin #FightOn✌️ https://t.co/YifsDkzzhq
WWCC_Softball,5/1/2023,16:29:57,"Warriors battled hard for two wins Saturday against a tough WVC opponent! 🔱 Next up…YVC at home Tuesday, May 2nd @ 2/4. Wear your pink gear as we run back our
cancer awareness series! 🥎👚 #fighton #gowarriors"
Scott_Schrader,5/1/2023,16:22:41,"What #USC's Getting in 4-Star WR Xavier Jordan❕💎

“I’m not really interested in other schools.”

https://t.co/pi1UkJYGfd via @On3USC #FightOn✌️"
BCSports,5/1/2023,16:19:07,"Baseball &amp; softball are both on the road today.  Trojans travel across town for a district matchup with the Scotties while the Trojanettes travel to Franklin to play the Lady Cats.  #FightOn
📷: @1047thescore @jbrownespnky https://t.co/ITSztKdG8v"
USCmensvolley,5/1/2023,16:16:55,"📰 #USCMVB NEWS
Trojan freshman OH Dillon Klein was chosen for @AVCAVolleyball All-America honorable mention on Monday morning. #FightOn ✌️🏐🏆 #NCAAMVB 
https://t.co/agnQjiTfTG"
SquadNation619,5/1/2023,16:15:31,"KaBOOOOM!!
Time to put the fence up around California!!
#FightOn https://t.co/hJfHyXuPYR"
ChicagoTrojan,5/1/2023,16:11:58,this guy is going to be a superstar. welcome home young man #FightOn ✌🏼 https://t.co/pz0lyT7stn
TrojansZone,5/1/2023,16:11:53,"BOOM!

2024 4-Star WR Xavier Jordan has committed to USC!

#FightOn✌️⚔️ https://t.co/eS9jrQyH9v"
jrloading,5/1/2023,16:09:08,Okay USC #FightOn✌️
GrindLikeDebra,5/1/2023,16:07:47,LETS GOOOO!!! #FightOn 📍✌🏿 https://t.co/Ltx5lbzVCl
DaveEmerickUSC1,5/1/2023,16:07:21,Great day to add a big time playmaker!  #FightOn ✌️
amylee62,5/1/2023,16:06:15,"@ZoAndBehold Absolutely! You represent 11,000 people of Montana &amp; You were in your First Amendment right to speak freely on the house floor. Just because they were offended by the truths you told, gives them no right censure you. #fighton✊"
ChadSimmons_,5/1/2023,16:04:07,"USC just landed a smooth wide receiver in Xavier Jordan. #FightOn ✌️

More on this breaking news: https://t.co/qMWLjs4xcq https://t.co/0tHrSnEVkX"
BVMSports,5/1/2023,16:01:46,.@bhsorangeball rising senior guard Rian Forestier (@rian_forestier) recently committed to @USCWBB and is confident she can help the team in its quest for championships. #FightOn https://t.co/7rzdaiDFJj
CBurns20,5/1/2023,16:01:46,Yes sir!!! #FightOn https://t.co/o4V4wEbYIF
EarnItNetwork,5/1/2023,16:01:11,"Coach getting that pre game walk in before taking on the Ducks

#FightOn #ScoDucks #LA #Eugene #Pac12 #Revamped #CFB #WestCoast https://t.co/CAUf6ZEorl"
On3USC,5/1/2023,15:59:17,"BREAKING: 4⭐️ WR XAVIER JORDAN Commits to #USC❕✌🏼

No. 72 Ranked Player in the Nation ⬆️

🗞️  https://t.co/ltU2dOdnPu via @On3USC #FightOn https://t.co/KXeoMcFyGm"
Scott_Schrader,5/1/2023,15:57:51,"BREAKING: 4⭐️ WR XAVIER JORDAN Commits to #USC❕✌🏼

No. 72 Ranked Player in the Nation ⬆️

🗞️  https://t.co/bpDSYkwpnF via @On3USC #FightOn https://t.co/gm0Paydaeq"
ChadSimmons_,5/1/2023,15:57:16,"Breaking: USC keeps 4-star WR Xavier Jordan home. #FightOn ✌️

Story: https://t.co/b9PgHj5eX1 https://t.co/EGbzNW9EMN"
braylon_conley,5/1/2023,15:47:24,First official visit otw…#FightOn @uscfb @CoachDee_USC @LincolnRiley @CoachGrinch @STaylorMays @Bookie_44 https://t.co/t0B9GXiNqp
JacobCHatch,5/1/2023,15:46:42,"Caleb Williams starts as the top overall pick today &amp; barring something unforeseen, I see him going wire-to-wire as the #1 pick. #NFLDraft #FightOn #USC https://t.co/nLqt0bcaGt"
Scott_Schrader,5/1/2023,15:16:04,"You ready for your wake up call this morning #USC Twitter❔

➡️ https://t.co/Cz5s21KH0p via @On3USC #FightOn✌🏼 https://t.co/cNj6MSr2fr"
BCSports,5/1/2023,15:04:09,Here is the this week's BCHS athletics schedule! #FightOn https://t.co/99LSYNnFet
SnceUCLABeatUSC,5/1/2023,15:01:00,"It's been 526 days since UCLA football last beat USC

#FightOn ✌️"
savannaecollins,5/1/2023,14:47:44,"#AULax will return a pair of @USCTrojansLax midfielders to the 2023 roster.

@kelseyhuff16 and @amandajohanssn both signed to compete with the league this summer. Read more➡️https://t.co/vggL5o5Uix

#FightOn | @AUProSports https://t.co/ZEo1gnBfXu"
justinnn10k,5/1/2023,14:45:51,Blessed to have received an offer from The University of Southern California✌🏽@CoachRoyM #FightOn #USC https://t.co/HwWR84qfZJ
FamilieSCN2A,5/1/2023,14:30:13,"They are looking forward to seeing pictures of you eating sweets (Amelia's favorite food).
Please share this event and use the hashtags:
#Sweets4Amelia
#cureScn2a
#fighton
#griefislove"
USCTrojansLax,5/1/2023,14:12:01,"Getting the recognition the Pac-12 Champions deserve 

#FightOn✌️🥍 https://t.co/YtC9vvg45Y"
theboone29,5/1/2023,13:52:18,"Today 10 year MLB vet and fellow USC Trojan Jacque Jones joins The Boone Podcast🔥#TheBoonePodcast #FightOn #MNTwins @USC_Baseball #BooneApproved 

Listen: https://t.co/i5ey2nJxxa https://t.co/c5E3e30YpT"
U2KROQ,5/1/2023,13:29:41,"@USC_Baseball Great defense!!
✌🏽#FightOn!"
WHSWarriorsFB,5/1/2023,13:24:20,"Countdown to Kickoff Photo of the Day
109 Days
#FightOn https://t.co/9gljnqJRBw"
AugieFB,5/1/2023,13:00:02,Happy Birthday Jayvian! ⚔️ #BeTheRock #FightOn https://t.co/j8crChWA87
Win_fromWithin,5/1/2023,12:56:31,"These words speak to where I've been, and to where I'm going.
#FightOn #warrior #dontgiveup"
Win_fromWithin,5/1/2023,12:56:30,"All the days where not a thing went right, all the pain all the sleepless nights. 

I'm not blessed because it all went right, IM A WARRIOR.

IM BLESSED BECAUSE I GOT FIGHT!!! Lyrics by Team Fearless on YouTube #FightOn #warrior"
lax_lincoln,5/1/2023,12:50:33,"Happy 17th Birthday to Attack/Midfielder, Sean Gonzalez! We hope you have a great day! #trojanlacrosse #trojanpride #fighton🔰⚔️ #happybirthdaytoyou https://t.co/H4Rt6zy2S8"
Kelvin_Nieves1,5/1/2023,12:14:49,SPRING SCHEDULE! #OakleafBuilt #GoKnights #FightOn https://t.co/ymHGMTjAcP
nevrmynd51,5/1/2023,8:27:45,@1kSamGreene @uscfb Season tickets already purchased big dawg! See you on Saturdays! Congrats and kick ass! #FightOn
nevrmynd51,5/1/2023,8:05:00,"@RiggsJameson @SWiltfong247 @ChadSimmons_ @adamgorney @hiramhornetsFB @NwGaFootball @614EditzDSGN While I know USC is a long way from GA, you see what @LincolnRiley @Coach_Henson are building out here! Come be GREAT! #FightOn https://t.co/vCp9ror0LA"
GrindLikeDebra,5/1/2023,7:41:19,"@247SportsPortal @keoncoleman6 at @uscfb would make USC a even BIGGER juggernaut! 

#FightOn ✌🏿📍 @CoachSimmonsSC https://t.co/eLfVs8W9wo"
UofMGrizzlies,5/1/2023,5:12:45,"Great article on @jacosse_. GO GRIZ!!!!
#GoGriz #WeAreMontana #UpWithMontana #RTD #FightOn #GrizFB 
The Ford factor https://t.co/kU9x90oYuc via @MontanaKaimin"
UofMGrizzlies,5/1/2023,5:11:34,"Ravens absolutely stole @jacosse_! The dude will be a beast in the NFL for many years. Congratulations to J. Ford, this opportunity is well deserved! 👍 GO GRIZ!!!!
#GoGriz #WeAreMontana #UpWithMontana #RTD #FightOn #GrizFB https://t.co/heg80gakIE"
EarnItNetwork,5/1/2023,4:54:08,"Week 4 Matchup

@uscfb (@VIEsmoke)
vs
@oregonfootball (CPU)

Trojans led by @VIEsmoke start Pac 12 play with a matchup against the Ducks. 

Should be an absolute track meet in LA.

#FightOn #GoDucks #Pac12 #ESPN #Revamped #AfterDark #GameDay https://t.co/2y0HKr0zrc"
CarmelitaJeter,5/1/2023,4:33:45,Seasons Best 43.13 The Dual Meet @USC_Track_Field @USC_Athletics #BeatTheBruins #BattleOfLosAngeles #FIGHTON #BRICKBY🧱 ✌🏾✌🏾 https://t.co/TXY66iQgqu
RobertJudin,5/1/2023,2:32:55,"Will USC QB Caleb Williams be the No. 1 overall pick a year from now in the 2024 NFL Draft? Will he be the face of the franchise for his hometown team, the Washington Commanders? 🤔🔥

Before &amp; after look at my jersey swap for the Heisman trophy winner. 👇

#NFLDraft x #FightOn https://t.co/SmHVD1gHbT"
FightOnCali4nia,5/1/2023,2:18:48,@1kSamGreene @uscfb Excited for you and the rest of the team ✌️❤️💛 #FightOn
USCWaterPolo,5/1/2023,2:00:22,"🎉 Three cheers for Reed! 🎉 
Wishing you a wonderful birthday today!
#FightOn ✌️ https://t.co/eU9kaAj4uY"
James_Escarcega,5/1/2023,1:42:57,What… it happened again?? #FightOn https://t.co/jFAhysL3Xo
ATU_Athletics,5/1/2023,0:44:00,"RECAP | Golden Suns drop final doubleheader of regular season; will be No. 5-seed and face Southeastern #FightOn 

https://t.co/jHavLSVw56"
amhstigers,5/1/2023,0:26:47,@AlexTigersBBall draws the bye and will fade Eastern in the semifinals of sectional 39! #AlexTigers #FightOn https://t.co/53XayAPrNc
LakersAARP,5/1/2023,0:18:18,"@1kSamGreene @uscfb When folks start gassin you Sammy G...remember ALL those times YOU was puttin in the work, weight training, body sore AF,the initial shock of an ice bath...maybe enough $$ for some pizza...be THAT #SammyG 💯👊🏽 Stay HUNGRY no matter how many start ass kissin✌🏽#FightOn"
harrisfamilyof6,5/1/2023,0:07:56,Big Energy! 4’s Down and #FightOn ✌🏾 https://t.co/gVFXIA25jb
amhstigers,4/30/2023,23:46:04,@AMHSSoftball17 will open up with the Lapel Bulldogs in the first round of Sectional 40! #AlexTigers #FightOn https://t.co/mfGISn7LKy
uscbaseballdata,4/30/2023,23:02:37,"Top 5️⃣ exit velocities from today’s game against Washington 💪🔥

#FightOn 
@LucaDiPaolo35 @connorclift35 @_carsonwells https://t.co/IRQpWBkyaI"
USCWaterPolo,4/30/2023,22:58:05,"Trojans take second place in the MPSF Tournament after their second loss of the year.
NCAAs up next!
#FightOn ✌️ https://t.co/Wf5Oal84Gf"
USC_Baseball,4/30/2023,22:53:57,"FINAL | Washington 4, USC 1

#FightOn https://t.co/F9x01Y6HQV"
SC_Herd,4/30/2023,22:52:46,"@USC_Track_Field @WellsFargo #FightOn ✌🏼 
Anyone know what happened here?👇🏼 https://t.co/Fql8qtFONd"
USC_Track_Field,4/30/2023,22:51:40,"For the NINTH straight season, our women #BeatTheBruins!

#FightOn | @Wellsfargo https://t.co/fbanZceGkC"
USCWaterPolo,4/30/2023,22:35:16,"END P3 - Julia with the jam to get USC a lift!
Trojans enter the fourth aiming for a comeback push in this MPSF final!
USC 6, STAN 10
🖥️: https://t.co/pP4JqCrN5U
#FightOn ✌️ https://t.co/mPSpgkXhAO"
uscbaseballdata,4/30/2023,22:34:46,"Josh Blum (So.) Slider 

Velocity: 82 mph
Spin Rate: 2636 rpm
IVB: 3”
Horizontal Break: -12”

#FightOn 
@jblum557"
marviljr,4/30/2023,22:25:18,"#USC football: Kyngstonn Viliamu-Asa, St. John Bosco 4-star linebacker, includes the Trojans in his top 3. #FightOn #uscfb  https://t.co/GfDdX0D3FZ via @C_Morrissette"
USCWaterPolo,4/30/2023,22:16:13,"HALF — Paige with another sizzling strike! USC is carving down the deficit in San Jose!
USC 4, STAN 7
🖥️: https://t.co/pP4JqCrN5U
#FightOn ✌️ https://t.co/XQ5tIdgQtK"
USC_Baseball,4/30/2023,21:54:49,"END6 | Trojans need a rally.

UW 2, USC 0

📺  https://t.co/dnGfQWcKF3
📊 https://t.co/C8FL0mnlOc 

#FightOn //  #Gameday https://t.co/oaWi7dXSHw"
uscbaseballdata,4/30/2023,21:53:15,"Toby Spach (Sr.) Fastball 🔥

Velocity: 94 mph
Spin Rate: 2556 rpm 
IVB: 21”
Horizontal Break: 10”

#FightOn 
@TobySpach"
USCWaterPolo,4/30/2023,21:53:00,"END P1 - Paige punches up USC’s first goal of the day, with the Trojans looking to make a move in the next stretch of this MPSF final.
USC 1, STAN 5
🖥️: https://t.co/pP4JqCrN5U
#FightOn ✌️ https://t.co/9wbSFTQYg4"
USCMensGolf,4/30/2023,21:49:41,"USC finishes the 2023 #Pac12Golf in 10th (+27), led by freshman Mahanth Chirravuri, who closes at par and ties for 20th at par. It's his team-best 8th top 25 result this season. #FightOn https://t.co/bi3cpBuAcI"
USC_Baseball,4/30/2023,21:46:00,JO gets AIRBORNE! 🙅😮‍💨✌️ #FightOn https://t.co/x9dXP33RzK
ATU_Athletics,4/30/2023,21:44:34,"FINAL | A tight contest to the end in the series finale. Up next: The Great American Conference Tournament! 

#FightOn https://t.co/nnI2Pqd3nM"
uscbaseballdata,4/30/2023,21:30:23,"Blake Sodersten (Sr.) Fastball

Velocity: 91 mph
Spin Rate: 2589 rpm
IVB: 18”
Horizontal Break: 8”

#FightOn"
USC_Baseball,4/30/2023,21:28:02,"END3 | Huskies lead after 3.

UW 1, USC 0

📺  https://t.co/dnGfQWcKF3
📊 https://t.co/C8FL0mnlOc 

#FightOn //  #Gameday https://t.co/ivE3OMcSmk"
rikarodd,4/30/2023,21:27:57,She mastered it #fighton #USC #MFT #gotrojans #sneakpeek https://t.co/HUqDSP4cvW
uscbaseballdata,4/30/2023,21:03:41,"A strikeout on the Sod Slider 😮‍💨

#FightOn https://t.co/dZ4YK4catu"
PrincipalHallie,4/30/2023,20:43:21,"NHS Tiger, Al Maeder - Class of 2012 - wins the OKC Marathon! @gonormantigers #npsproud #tigerpride #risehigh #fighton https://t.co/w1C9CbL2w2"
Adam_Bradford14,4/30/2023,20:40:41,"This weekend, four Trojans heard their names called in the NFL Draft, while several others have already signed with teams as undrafted free agents. My recap for @SportingTrib #FightOn #USCtotheNFL

https://t.co/HMHECnt2Cj"
USCBeach,4/30/2023,20:25:50,"🙌 Megan Kraft and Delaynie Maple were named to the #Pac12BVB All-Tournament Team at the No. 1 position! The duo went 3-0 and improved to 25-1 on the season! 

#FightOn ✌️🏐🏆 #USCBeach https://t.co/3BAyttrT88"
USC_Baseball,4/30/2023,20:04:52,"Just about to get underway here at Husky Ballpark ✌️ 

📺 https://t.co/dnGfQWcKF3 📊 https://t.co/C8FL0mnlOc 

#FightOn //  #Gameday https://t.co/7M5RINO6cf"
USC_Baseball,4/30/2023,19:38:42,"Series finale at UW coming up ✌️

📺 https://t.co/dnGfQWcKF3
📊 https://t.co/C8FL0mnlOc

#FightOn //  #Gameday https://t.co/ssy1KWOncz"
USCMensGolf,4/30/2023,19:36:53,"Chirravuri remains -1  as the last Trojan to make the turn and now tied for 15th. Boulger par thru 11 holes, Rivera +1 thru 10 and USC now +6 today. #FightOn https://t.co/6xXl96JVXR"
USC_Baseball,4/30/2023,19:35:15,"Still a chance to grab some momentum before leaving Washington 😤⚔️✌️

#FightOn // #Gameday https://t.co/SGK8bhidna"
